"Name","Address","RSS","Description","Notes","Category","Status","Secondary URL","Telephone","E-mail","Reciprocal Link","Image Address","Large Description","No Follow","Rating","Link Target","Updated Date - Empty for none","Link Featured"
"RWW Contacts App","https://github.com/linkeddata/contacts","","RWW / SoliD Contacts App","","RWW / Solid Apps","publish","","","","","","","","0","","2018-09-21","0"
